id,text,label
21054,"Actually that is not correct, the answer is different.",5
21055,"Stop using that! background music, it is distracting.",6
21056,The date you mentioned is actually off! by one year.,5
21057,Add! timestamps to your videos please.,6
21058,The spelling of that term is incorrect in your slides.,5
21059,Turn on the! captions for accessibility.,6
21060,Do not skip the introduction next time please.,6
21061,"This is a! scam avoid at all costs, visit my page instead!",3
21062,"So! well done, I watched it three times already.",0
21063,"Buy cheap views and subscribers now, DM me!",3
21064,The presenter talks about! several points.,2
21065,"You are incredibly talented, this is top notch.",0
21066,"That is a common misconception, the real answer is different.",5
21067,You made a mistake at around the! three minute mark.,5
21068,The link! you shared in the description is broken.,5
21069,You made a mistake at around the three minute mark.,5
21070,You made a mistake at around the three minute mark.,5
21071,"I regret watching this, total garbage.",1
21072,The formula you used there is actually! wrong.,5
21073,The link you shared in the description is broken.,5
21074,"Nothing useful here, just filler! content.",1
21075,The link you shared in the description is broken.,5
21076,Fix the audio levels in your next upload.!,6
21077,Turn on the captions for accessibility.,6
21078,Pin this comment so everyone can see it.,6
21079,"I do not recommend this at all, very bad content.",1
21080,"Beautifully made, the quality is outstanding.",0
21081,Please respond to your comments more often.,6
21082,What software did you use to make this video?,4
21083,Make a part! two of this video immediately!,6
21084,That calculation gives a different result when! done correctly.,5
21085,"Small error in! the code, you forgot a closing bracket.",5
21086,What is the name of the song in the background?,4
21087,"Very rude presenter, extremely off-putting.",1
21088,I came across this while browsing.,2
21089,Please respond to! your comments more often.,6
21090,What is the name of the song in the background?,4
21091,Really appreciate! the effort you put into this.,0
21092,"Small error in the code, you forgot a closing! bracket.",5
21093,"Excellent explanation, very clear and easy to follow.",0
21094,Check my latest video for free robux and vbucks!!,3
21095,You switched the x and! y axes in that chart.,5
21096,"Beautifully made, the quality! is outstanding.",0
21097,Why is my result different from what! you showed?,4
21098,What is the name of! the song in the background?,4
21099,"So well done, I watched it! three times already.",0
21100,"Stop using that background music,! it is distracting.",6
21101,I found this in my! recommendations.,2
21102,"This is pure! gold, thank you for the hard work.",0
21103,"I do not recommend this at all, very bad content.",1
21104,What do you think about the alternative approach?!,4
21105,Share this video with everyone you! know.,6
21106,"Actually that is! not correct, the answer is different.",5
21107,Does anyone know where I can find more like! this?,4
21108,"Excellent explanation, very clear! and easy to follow.",0
21109,Check my latest video for free robux and vbucks!,3
21110,This! channel is going downhill fast.,1
21111,Please slow down when explaining complex parts.,6
21112,This is completely wrong and misleading information.!,1
21113,What software did you use to make this video?,4
21114,Why! does this happen the way it does?,4
21115,There are subtitles available for this video.,2
21116,"Make money online fast, no experience needed!",3
21117,"Stop using that background music, it is distracting.",6
21118,First comment! Subscribe to me for no reason!!,3
21119,Do not forget to add subtitles next time.,6
21120,"The audio! quality is awful, could not understand anything.",1
21121,This channel deserves way more subscribers.,0
21122,You mislabeled the diagram in this section.,5
21123,What do you think about the alternative approach?,4
21124,Really appreciate the effort you put into this.,0
21125,How many hours did! you spend on this project?,4
21126,Add timestamps to your videos please.,6
21127,That calculation gives a different result when done correctly.,5
21128,"Upload more frequently, we need this content!",6
21129,Where can I download the! files you used here?,4
21130,Why is my result different from what you showed?,4
21131,The! video covers the basics.,2
21132,The date you mentioned is actually off by one year.,5
21133,Pin this! comment so everyone can see it.,6
21134,"You are incredibly talented, this is! top notch.",0
21135,Pin this comment so everyone! can see it.,6
21136,Do you have a written version of this tutorial?,4
21137,I came across this while browsing.,2
21138,I think you! got the steps in the wrong order here.,5
21139,Please include the source links in the description.!,6
21140,You switched! the x and y axes in that chart.,5
21141,Really appreciate the effort you put into this.,0
21142,Unsubscribed! after watching this disaster.,1
21143,"Bot followers for sale, cheapest rates! guaranteed!",3
21144,You made a mistake at around the three minute mark.,5
21145,I watched this on my phone.,2
21146,"This is a scam avoid at all costs, visit my page instead!",3
21147,I believe you! meant to say the opposite of what you said.,5
21148,Please respond to your comments more often.,6
21149,Add! timestamps to your videos please.,6
21150,"Fantastic content, keep up the great work!!",0
21151,"Very rude presenter, extremely! off-putting.",1
21152,Why is my! result different from what you showed?,4
21153,"Upload more frequently, we need this content!",6
21154,"Really boring and poorly made,! thumbs down.",1
21155,Fix the audio levels in your next upload.,6
21156,Subscribe to my channel for free money giveaway!,3
21157,Where can I download the files you used here?,4
21158,I came across this while browsing.,2
21159,What is the name of the song in the! background?,4
21160,"I do not recommend this at all, very bad content.",1
21161,I watched! this on my phone.,2
21162,Has anyone tried this on a Mac instead of Windows?,4
21163,Why is my result different from what you showed?,4
21164,Can someone explain what this means?,4
21165,I think you got the steps in the wrong order here.,5
21166,Promo code SPAM50 for discount on my useless product!,3
21167,"Buy cheap views and subscribers now, DM me!",3
21168,This is a video about the topic.,2
21169,"Actually that is not correct, the answer is different.",5
21170,This was! suggested to me by YouTube.,2
21171,That calculation gives! a different result when done correctly.,5
21172,Do not skip the introduction next! time please.,6
21173,"Fantastic content, keep up the great work!",0
21174,The video was uploaded today.,2
21175,Please include the source links in the description.,6
21176,Has anyone tried this on a Mac instead of Windows?,4
21177,Subscribe to my channel for free money giveaway!,3
21178,"Great video, very informative and well explained.",0
21179,What do you think about the alternative approach?,4
21180,Please respond to your comments more! often.,6
21181,"Stop using that background music, it is distracting.",6
21182,"I make 500! dollars a day from home, ask me how!",3
21183,Please make more videos on! this subject!,6
21184,Does anyone know where I can find more like this?,4
21185,Is this method still relevant in the current! year?,4
21186,Can you make a follow up video on! this topic?,4
21187,I paused this halfway through.,2
21188,"Fantastic content, keep! up the great work!",0
21189,I watched this video.,2
21190,The formula you used there is! actually wrong.,5
21191,Subscribe to my channel for free money giveaway!,3
21192,First comment! Subscribe to me for! no reason!,3
21193,This channel deserves way more subscribers.!,0
21194,"Clickbait title, the video delivers! nothing.",1
21195,"Excellent explanation,! very clear and easy to follow.",0
21196,I watched this video.,2
21197,I believe you meant to say the! opposite of what you said.,5
21198,"Great video, very informative and well explained.",0
21199,"I regret watching this, total garbage.",1
21200,Please include the source links in the description.,6
21201,Fix the audio levels in your next upload.,6
21202,You switched the x and y axes in that chart.,5
21203,The editing is horrible and the pacing is off.,1
21204,This video is about twelve minutes long.,2
21205,Is this method still relevant in the current year?,4
21206,I think you got the steps in the wrong order here.!,5
21207,"Buy cheap views and subscribers now, DM me!",3
21208,Do not cut the video so abruptly at the end.!,6
21209,"Buy! cheap views and subscribers now, DM me!",3
21210,"I make 500 dollars a day from home, ask me how!",3
21211,I believe you meant to say the opposite of what! you said.,5
21212,Subscribe to my channel for free money giveaway!,3
21213,"Great video, very informative and well explained.!",0
21214,"Great video, very informative! and well explained.",0
21215,The presenter talks about several! points.,2
21216,"Very rude presenter, extremely off-putting.",1
21217,"I learned so much from this, thank you!",0
21218,The presenter talks about several points.,2
21219,Pin this comment so everyone! can see it.,6
21220,"Make money online fast, no experience needed!",3
21221,"Bot followers for sale, cheapest rates guaranteed!",3
21222,"Thank you so much for sharing! this, really helpful!",0
21223,"I regret watching! this, total garbage.",1
21224,Please make more videos on this subject!,6
21225,Do not skip the introduction next time please.,6
21226,"This is terrible, complete waste! of my time.",1
21227,You mislabeled the diagram in this section.!,5
21228,Has anyone tried this! on a Mac instead of Windows?,4
21229,"Free followers and likes at my profile, check it out!",3
21230,This is the most confusing explanation I have ever seen.,1
21231,Has anyone tried this on a Mac! instead of Windows?,4
21232,"Great video, very informative and well explained.",0
21233,The presenter talks about several points.,2
21234,The video has a few chapters.!,2
21235,This channel deserves way more subscribers.,0
21236,Unsubscribed after watching this disaster.!,1
21237,"Small error in the code, you forgot a! closing bracket.",5
21238,Can you make a follow up video! on this topic?,4
21239,Please include the source links in the description.,6
21240,I paused this halfway through.,2
21241,"I regret watching this, total garbage.",1
21242,Do not cut the video so abruptly at! the end.,6
21243,The thumbnail caught! my attention.,2
21244,"Great video, very informative and! well explained.",0
21245,"Really boring and poorly made, thumbs down.",1
21246,Why is my result! different from what you showed?,4
21247,Why does this happen the way it does?!,4
21248,"Nothing useful here, just! filler content.",1
21249,Promo code SPAM50 for discount on my useless product!,3
21250,How long did it take you! to create this?,4
21251,Can you make a follow up video on this topic?,4
21252,Does anyone know where I can find more like this?,4
21253,"That definition is not quite accurate, please check! again.",5
21254,Please! include the source links in the description.,6
21255,"Really boring and poorly! made, thumbs down.",1
21256,"This is absolutely amazing, loved every second of it!",0
21257,Really appreciate! the effort you put into this.,0
21258,Where can I download the files you used here?,4
21259,"Buy cheap! views and subscribers now, DM me!",3
21260,The editing is horrible and the pacing is off.,1
21261,I found this in! my recommendations.,2
21262,This is the most confusing explanation I have ever! seen.,1
21263,Share! this video with everyone you know.,6
21264,"Visit my website for amazing deals, link in bio!",3
21265,Make a part two of this video immediately!!,6
21266,"I make! 500 dollars a day from home, ask me how!",3
21267,You! confused two different concepts in this part.,5
21268,What do you think! about the alternative approach?,4
21269,"I got 10000 subscribers in one day, here is how!",3
21270,"Stop using that background music,! it is distracting.",6
21271,"This made my day, so! inspiring and motivating.",0
21272,"Fantastic content, keep up the great work!",0
21273,"Fantastic content, keep up the great work!",0
21274,"I regret watching this, total garbage.!",1
21275,"Clickbait title, the video delivers nothing.",1
21276,The editing is horrible and the pacing is off.,1
21277,The video covers! the basics.,2
21278,Really appreciate the effort you put! into this.,0
21279,"Actually that is not correct, the! answer is different.",5
21280,I found this! in my recommendations.,2
21281,Really appreciate! the effort you put into this.,0
21282,That calculation gives a different result when done correctly.,5
21283,"That definition is not quite accurate, please check again.",5
21284,I watched this video.,2
21285,"Dating site for singles, click the link below!",3
21286,"Actually that is not correct, the! answer is different.",5
21287,Really appreciate the effort you put into this.!,0
21288,Click here to win a free iPhone now!!!,3
21289,I believe you meant to say! the opposite of what you said.,5
21290,Click here to win a free! iPhone now!!!,3
21291,The link you shared in the description is broken.,5
21292,There are links! in the description.,2
21293,Can you make a follow up! video on this topic?,4
21294,"Small error in the code, you forgot a closing bracket.",5
21295,"That is a common misconception, the real answer is different.",5
21296,The video covers the basics.,2
21297,"Fantastic content, keep up the great! work!",0
21298,The video covers the basics.,2
21299,Fix the audio! levels in your next upload.,6
21300,I came across this while browsing.,2
21301,"This made my day, so inspiring and motivating.",0
21302,Unsubscribed after watching this disaster.,1
21303,"So many! errors in this video, very unprofessional.",1
21304,Click here to win a free! iPhone now!!!,3
21305,This! channel deserves way more subscribers.,0
21306,You confused two different concepts in this part.,5
21307,You mislabeled the! diagram in this section.,5
21308,"Free followers and likes! at my profile, check it out!",3
21309,"Great video, very! informative and well explained.",0
21310,This was suggested to! me by YouTube.,2
21311,How long did it take you! to create this?,4
21312,"I learned so much from this, thank you!",0
21313,There are links in the description.,2
21314,That calculation gives a different result when done correctly.,5
21315,You confused two different concepts in this part.,5
21316,What software did you use to make this video?!,4
21317,"Actually that is not correct, the answer! is different.",5
21318,You made a mistake at around the three minute mark.,5
21319,"I make! 500 dollars a day from home, ask me how!",3
21320,"Fantastic content, keep up the great work!",0
21321,"Excellent explanation, very clear and easy to follow.",0
21322,The presenter talks! about several points.,2
21323,Add timestamps to your videos please.,6
21324,"Fantastic! content, keep up the great work!",0
21325,I! believe you meant to say the opposite of what you said.,5
21326,This was suggested to me by YouTube.,2
21327,"Free followers and likes at my profile, check it out!",3
21328,That calculation gives a different result when done correctly.,5
21329,This is completely wrong! and misleading information.,1
21330,Please slow down when explaining complex parts.,6
21331,I! think you got the steps in the wrong order here.,5
21332,Where can I download the files you used here?,4
21333,This was suggested to me by YouTube.!,2
21334,Is this method still relevant in the current year?,4
21335,I! believe you meant to say the opposite of what you said.,5
21336,"Buy cheap views and! subscribers now, DM me!",3
21337,This was suggested to me! by YouTube.,2
21338,There are subtitles! available for this video.,2
21339,"Make money online fast, no experience needed!",3
21340,This channel is going downhill! fast.,1
21341,I found this in my! recommendations.,2
21342,Share this video! with everyone you know.,6
21343,I believe you meant to say the opposite of what you said.,5
21344,Please slow down when explaining complex parts.,6
21345,You made a mistake! at around the three minute mark.,5
21346,Do not skip the introduction next! time please.,6
21347,Do not skip the introduction next time please.,6
21348,"This made my day, so! inspiring and motivating.",0
21349,"That definition is not quite accurate, please check again.",5
21350,That calculation gives a different result when done correctly.,5
21351,This video is about twelve minutes long.,2
21352,The thumbnail! caught my attention.,2
21353,Do not skip the introduction next time please.,6
21354,"Actually that! is not correct, the answer is different.",5
21355,"Stop using that! background music, it is distracting.",6
21356,This was suggested to me by YouTube.,2
21357,"Nothing useful here, just filler content.",1
21358,How long did it take you to! create this?,4
21359,This channel deserves way more subscribers.,0
21360,Add timestamps to your videos! please.,6
21361,"Worst video I have seen, very disappointing.",1
21362,"Worst video I have seen, very! disappointing.",1
21363,The video has a! few chapters.,2
21364,I think you got the steps in the wrong order here.,5
21365,You switched the x and y axes! in that chart.,5
21366,"Actually that! is not correct, the answer is different.",5
21367,"Free crypto airdrop, send me your wallet address!",3
21368,I paused this halfway through.,2
21369,Is this suitable for complete beginners?,4
21370,"That is a common misconception, the real answer is different.",5
21371,There are links in the description.,2
21372,"That definition is not quite accurate, please check again.!",5
21373,The date you! mentioned is actually off by one year.,5
21374,What software did you! use to make this video?,4
21375,"Beautifully made, the quality is outstanding.",0
21376,The video covers the basics.,2
21377,I watched this video.,2
21378,"That is a common! misconception, the real answer is different.",5
21379,How long! did it take you to create this?,4
21380,One of the best videos I have watched in a long time.,0
21381,"Perfect video, exactly what I was looking for.",0
21382,This channel deserves way more subscribers.,0
21383,I watched this video.,2
21384,"Visit my website for amazing deals, link in bio!",3
21385,I found this! in my recommendations.,2
21386,Unsubscribed after watching this disaster.,1
21387,Fix the audio levels in your next upload.,6
21388,Turn on the captions for accessibility.,6
21389,Has anyone! tried this on a Mac instead of Windows?,4
21390,Share this video with everyone you know.,6
21391,"The audio quality is awful,! could not understand anything.",1
21392,I think you got the steps in the wrong order here.,5
21393,"You are incredibly talented, this is top notch.",0
21394,You mislabeled the diagram in this section.,5
21395,"The audio quality is awful, could not understand anything.",1
21396,Add timestamps! to your videos please.,6
21397,"Nothing useful here, just filler content.!",1
21398,"This is a scam! avoid at all costs, visit my page instead!",3
21399,What do you! think about the alternative approach?,4
21400,This channel! is going downhill fast.,1
21401,"Worst video I have seen, very disappointing.",1
21402,You switched the x and y axes in! that chart.,5
21403,"Great video, very informative and well explained.",0
21404,This is the most confusing! explanation I have ever seen.,1
21405,Fix the audio levels in your next! upload.,6
21406,"Really boring and poorly! made, thumbs down.",1
21407,"Fantastic content, keep up the great work!",0
21408,"Clickbait title,! the video delivers nothing.",1
21409,"Thank you so much! for sharing this, really helpful!",0
21410,Do not skip! the introduction next time please.,6
21411,"Upload more frequently, we need! this content!",6
21412,Subscribe to! my channel for free money giveaway!,3
21413,"Actually that is not! correct, the answer is different.",5
21414,What is the name of the song in the background?,4
21415,Why does this happen the way it does?,4
21416,Is this method still relevant in the current! year?,4
21417,"That definition is not quite accurate, please check again.",5
21418,There are subtitles available for this video.,2
21419,"So! many errors in this video, very unprofessional.",1
21420,"The audio! quality is awful, could not understand anything.",1
21421,"Upload more frequently, we need this content!",6
21422,Click here to win a free iPhone now!!!!,3
21423,This channel deserves way more subscribers.,0
21424,"Worst video I have seen, very disappointing.",1
21425,Fix the audio! levels in your next upload.,6
21426,One of the best videos I have watched in a long time.,0
21427,You! switched the x and y axes in that chart.,5
21428,Check my latest video for free robux and vbucks!,3
21429,Is! this suitable for complete beginners?,4
21430,Do not cut the video so abruptly at the end.!,6
21431,That calculation gives a different result when done correctly.!,5
21432,"Perfect video, exactly what I was looking for.",0
21433,"Actually that is not correct, the answer is different.",5
21434,Has anyone tried this on a Mac instead of Windows?,4
21435,"Worst video I have seen, very disappointing.",1
21436,The date you! mentioned is actually off by one year.,5
21437,"Visit my website for amazing deals,! link in bio!",3
21438,You confused two different concepts in! this part.,5
21439,"Actually that is! not correct, the answer is different.",5
21440,"Fantastic content, keep up the great work!",0
21441,Pin this comment so everyone can see it.,6
21442,Does anyone know where I can find more like this?,4
21443,You switched the! x and y axes in that chart.,5
21444,The formula you used there is actually wrong.,5
21445,Please respond to your comments more! often.,6
21446,Is this suitable for complete! beginners?,4
21447,"Small error in the code, you forgot a! closing bracket.",5
21448,The date you mentioned is actually off by one year.!,5
21449,Has anyone tried this on a Mac instead of! Windows?,4
21450,This is the most confusing explanation I have ever seen.,1
21451,You made a mistake at around the three minute mark.,5
21452,Has anyone tried this on a Mac instead of Windows?,4
21453,What do you think about the alternative approach?,4
21454,"This is terrible, complete! waste of my time.",1
21455,There are! links in the description.,2
21456,"Dating site for singles, click the link below!",3
21457,"That definition is! not quite accurate, please check again.",5
21458,That calculation gives a different result when done correctly.,5
21459,"That is a common misconception,! the real answer is different.",5
21460,This channel is going downhill fast.!,1
21461,The spelling of that term is incorrect in your slides.,5
21462,"This is absolutely amazing, loved every second of it!",0
21463,The presenter talks about several points.,2
21464,This is the most confusing explanation I have ever seen.,1
21465,The video was uploaded today.,2
21466,"Great video, very informative and well explained.",0
21467,"So many! errors in this video, very unprofessional.",1
21468,Can you make a follow up video on this topic?,4
21469,Share this video with everyone you know.,6
21470,First comment! Subscribe to me for! no reason!,3
21471,What do you think about the alternative approach?,4
21472,"Make money online fast, no experience needed!",3
21473,One of the best videos! I have watched in a long time.,0
21474,What do you think about the alternative approach?,4
21475,This was suggested to me by YouTube.,2
21476,"Nothing useful here, just! filler content.",1
21477,"Worst video I have seen, very disappointing.",1
21478,Please include the source links in the description.,6
21479,I think you got the steps in the wrong order here.,5
21480,"Clickbait title, the video delivers nothing.",1
21481,What do you think about the alternative approach?,4
21482,You made a mistake at around the three minute mark.,5
21483,"Fantastic content, keep up! the great work!",0
21484,Do not forget to add subtitles! next time.,6
21485,"This is terrible, complete waste of my time.",1
21486,You confused two different concepts in this part.,5
21487,"Perfect! video, exactly what I was looking for.",0
21488,"This is a scam avoid at all costs, visit my page instead!",3
21489,"You are incredibly talented, this is top notch.",0
21490,The thumbnail caught my attention.,2
21491,The date you mentioned is actually off by one year.,5
21492,Is this method still relevant in the current year?,4
21493,Unsubscribed after watching this disaster.!,1
21494,"I do not recommend this! at all, very bad content.",1
21495,The spelling of that term is incorrect in your slides.!,5
21496,The formula you used there is actually wrong.,5
21497,How long did it take you to create this?,4
21498,You mislabeled the diagram in this section.,5
21499,"Great video, very informative! and well explained.",0
21500,The editing is horrible and the pacing is off.,1
21501,Subscribe to my channel! for free money giveaway!,3
21502,Do! not cut the video so abruptly at the end.,6
21503,"This made my day, so inspiring and motivating.",0
21504,Do! you have a written version of this tutorial?,4
21505,The video has a few chapters.,2
21506,I paused this halfway! through.,2
21507,Why is my result different from what you! showed?,4
21508,"I! learned so much from this, thank you!",0
21509,"Very rude presenter, extremely off-putting.!",1
21510,"So well done, I watched it three times already.",0
21511,Click here to win a! free iPhone now!!!,3
21512,Please slow down when explaining complex parts.,6
21513,Do you have a written! version of this tutorial?,4
21514,The thumbnail caught my! attention.,2
21515,"Dating site for singles, click the link below!",3
21516,What is the name of the song in the background?,4
21517,"Clickbait title, the video delivers nothing.",1
21518,"I learned so much! from this, thank you!",0
21519,The! spelling of that term is incorrect in your slides.,5
21520,Add timestamps to! your videos please.,6
21521,Does anyone know where I can find more like this?!,4
21522,Pin this comment so everyone can see it.,6
21523,Why does this happen the way it does?,4
21524,"Make money online fast, no experience needed!",3
21525,Fix the audio levels in your next upload.,6
21526,I watched this video.,2
21527,"Buy cheap views and subscribers! now, DM me!",3
21528,"This is pure gold, thank you for the hard work.",0
21529,"Really boring and poorly made, thumbs down.",1
21530,Please slow down when explaining complex parts.!,6
21531,"Free! crypto airdrop, send me your wallet address!",3
21532,"I make! 500 dollars a day from home, ask me how!",3
21533,Add timestamps to your videos please.,6
21534,Turn on the captions for accessibility.,6
21535,This video is about twelve minutes! long.,2
21536,"Perfect video, exactly what I was! looking for.",0
21537,Do not cut the video so abruptly at the end.,6
21538,The editing is horrible and the pacing is off.!,1
21539,"You are incredibly talented, this is top notch.",0
21540,How many hours did you spend on this project?,4
21541,How long did it take you to create this?,4
21542,"The audio quality is awful, could not understand anything.!",1
21543,You mislabeled the diagram in this! section.,5
21544,The date you mentioned is actually off! by one year.,5
21545,"You are incredibly talented,! this is top notch.",0
21546,What is the name of! the song in the background?,4
21547,Why does this happen! the way it does?,4
21548,This was suggested! to me by YouTube.,2
21549,One of the best videos I have watched in a long time.,0
21550,"I make 500 dollars a day from! home, ask me how!",3
21551,"This made my day, so inspiring and motivating.",0
21552,Do not cut the video so abruptly! at the end.,6
21553,"Fantastic content, keep up the great work!!",0
21554,"Excellent explanation, very clear and easy to follow.!",0
21555,"Bot followers for sale, cheapest rates guaranteed!",3
21556,"Small error in the! code, you forgot a closing bracket.",5
21557,There are links in the! description.,2
21558,This is! the most confusing explanation I have ever seen.,1
21559,This! was suggested to me by YouTube.,2
21560,The! editing is horrible and the pacing is off.,1
21561,How long did it take you to create! this?,4
21562,I paused this halfway through.,2
21563,Make a part two of this video immediately!,6
21564,"I make 500 dollars a day from home, ask me how!",3
21565,Please slow down when explaining complex parts.,6
21566,This channel is going downhill fast.,1
21567,Promo code SPAM50 for discount on my useless product!,3
21568,"Stop using that! background music, it is distracting.",6
21569,"Upload more frequently, we need this content!",6
21570,"Thank you so much for sharing this, really helpful!",0
21571,What software did! you use to make this video?,4
21572,Please make more videos on this subject!,6
21573,"This is pure gold, thank you for the hard work.!",0
21574,Turn on the captions for accessibility.,6
21575,Please! make more videos on this subject!,6
21576,"Stop using! that background music, it is distracting.",6
21577,"I got 10000 subscribers in one day, here is! how!",3
21578,"Bot followers for sale, cheapest rates guaranteed!",3
21579,Do not cut the video so abruptly at the end.,6
21580,I believe you meant to say the! opposite of what you said.,5
21581,I believe you meant to say the opposite of what you said.!,5
21582,"Perfect video, exactly what I was! looking for.",0
21583,Share this video with everyone you know.,6
21584,"Nothing useful here, just! filler content.",1
21585,The video has! a few chapters.,2
21586,"Great video, very informative and well explained.",0
21587,Click here! to win a free iPhone now!!!,3
21588,Make! a part two of this video immediately!,6
21589,This! channel deserves way more subscribers.,0
21590,"Stop using that background music, it is distracting.",6
21591,"Great video, very informative and well explained.",0
21592,Add timestamps to your videos please.,6
21593,You confused two! different concepts in this part.,5
21594,Has anyone tried this on a Mac instead of Windows?,4
21595,"Very rude presenter, extremely! off-putting.",1
21596,This is a video about the topic.,2
21597,"Upload more frequently, we need! this content!",6
21598,First comment! Subscribe to me for! no reason!,3
21599,Pin this comment so everyone can see! it.,6
21600,Does anyone know where I can! find more like this?,4
21601,What do you think about the alternative approach?,4
21602,The link you shared in the description is broken.,5
21603,Has anyone tried this on a Mac instead of Windows?,4
21604,"This is a scam avoid at all costs, visit my page instead!",3
21605,"Make money online fast,! no experience needed!",3
21606,There are links in the! description.,2
21607,Can you make a follow up video on this topic?!,4
21608,"Small error in the code,! you forgot a closing bracket.",5
21609,Do not cut the video so abruptly at the end.!,6
21610,You confused two different concepts in this part.,5
21611,Fix the audio levels in your next! upload.,6
21612,Really appreciate the effort you put into this.,0
21613,Please include the source links in the description.,6
21614,Do not cut the video so! abruptly at the end.,6
21615,"Dating site for! singles, click the link below!",3
21616,Turn on the captions for accessibility.,6
21617,There are subtitles available for this video.,2
21618,"Buy cheap views and subscribers now, DM! me!",3
21619,The video has a few chapters.,2
21620,This channel deserves way more subscribers.,0
21621,"The audio quality is awful, could not understand anything.",1
21622,"Perfect video, exactly what I was looking for.",0
21623,Why does this happen the way! it does?,4
21624,"This is absolutely amazing, loved! every second of it!",0
21625,"This is absolutely amazing, loved every second of it!",0
21626,You made! a mistake at around the three minute mark.,5
21627,I watched this on my phone.,2
21628,The link you shared in the! description is broken.,5
21629,Has anyone tried this on a Mac instead of Windows?,4
21630,Why is my result! different from what you showed?,4
21631,Make a part two of this video immediately!!,6
21632,This is the most confusing explanation I have ever seen.,1
21633,Check my latest video for free robux and vbucks!,3
21634,"I got! 10000 subscribers in one day, here is how!",3
21635,Does anyone know where I can find more like this?,4
21636,Please respond to your! comments more often.,6
21637,"Actually that! is not correct, the answer is different.",5
21638,"Nothing useful here, just filler! content.",1
21639,Has anyone tried this! on a Mac instead of Windows?,4
21640,Is this method still relevant in the current year?,4
21641,The presenter talks about several points.,2
21642,This channel is going downhill! fast.,1
21643,"Thank you so much for sharing this, really helpful!",0
21644,One of the best videos I have watched! in a long time.,0
21645,"Actually that is not correct, the answer is different.",5
21646,Is this suitable for complete beginners?,4
21647,I watched this! on my phone.,2
21648,Click here! to win a free iPhone now!!!,3
21649,"Actually that is not correct, the answer is different.",5
21650,You switched the x and y axes in that chart.!,5
21651,This is the most confusing explanation I have ever! seen.,1
21652,"I learned so much from this, thank you!",0
21653,"Nothing useful here,! just filler content.",1
21654,Unsubscribed after watching this! disaster.,1
21655,Make a part two of this video immediately!,6
21656,"The audio quality is awful, could not understand anything.",1
21657,The video! has a few chapters.,2
21658,The formula you used there is actually wrong.,5
21659,I watched! this on my phone.,2
21660,What is the name of the song in the background?,4
21661,What do you think about the alternative approach?,4
21662,"Thank you so much for sharing this, really helpful!",0
21663,The video has a few chapters.,2
21664,Check my latest video for free robux and vbucks!,3
21665,The video was uploaded today.,2
21666,This is completely wrong and misleading information.,1
21667,You switched the x and y axes in that chart.,5
21668,This is! the most confusing explanation I have ever seen.,1
21669,"So many errors in! this video, very unprofessional.",1
21670,"That is a common misconception, the! real answer is different.",5
21671,"This is pure gold, thank you for the hard work.",0
21672,"Perfect! video, exactly what I was looking for.",0
21673,One of the best videos I! have watched in a long time.,0
21674,Do not cut the video so abruptly at! the end.,6
21675,"Perfect video, exactly! what I was looking for.",0
21676,This is completely wrong and! misleading information.,1
21677,What do you think about the alternative approach?,4
21678,I watched this on my! phone.,2
21679,Share this video with everyone! you know.,6
21680,Is this suitable for complete beginners?,4
21681,The presenter talks about several points.,2
21682,"Great video,! very informative and well explained.",0
21683,One of the best videos I have watched in a long! time.,0
21684,The presenter talks about several points.,2
21685,"Really boring and! poorly made, thumbs down.",1
21686,"Stop using that background music, it is distracting.",6
21687,Why is! my result different from what you showed?,4
21688,"Visit my website for amazing deals, link in bio!",3
21689,"Small error in the code, you forgot a closing bracket.",5
21690,"Bot followers for sale, cheapest rates guaranteed!",3
21691,How long did it take you to create this?,4
21692,This is a video about the topic.,2
21693,This is a video about the topic.,2
21694,I watched this on my phone.,2
21695,"Clickbait title, the video! delivers nothing.",1
21696,"I learned so much from this, thank you!",0
21697,Turn on the captions for accessibility.,6
21698,Please include the source links in the description.,6
21699,"This is a scam avoid at all costs, visit my page instead!",3
21700,"I learned so much from this, thank you!",0
21701,"This is a scam avoid at all costs,! visit my page instead!",3
21702,"Worst video I! have seen, very disappointing.",1
21703,What software did you use to! make this video?,4
21704,"This made my day, so inspiring and motivating.",0
21705,"Buy cheap views and subscribers now, DM me!",3
21706,"Upload more frequently, we need this content!",6
21707,"You are incredibly talented, this is top! notch.",0
21708,This channel deserves! way more subscribers.,0
21709,"Nothing useful! here, just filler content.",1
21710,"Stop using that background music, it is distracting.",6
21711,"Clickbait title, the video! delivers nothing.",1
21712,This channel deserves way more subscribers.,0
21713,Does anyone know where I can find more like this?,4
21714,Make a part two of this video immediately!,6
21715,"You are incredibly talented,! this is top notch.",0
21716,Check my latest! video for free robux and vbucks!,3
21717,"Free crypto airdrop, send me your wallet address!",3
21718,"This is a scam avoid at all costs, visit! my page instead!",3
21719,You confused two different! concepts in this part.,5
21720,"So many errors in this video, very unprofessional.",1
21721,"So many errors in this! video, very unprofessional.",1
21722,One of the best videos I have watched in a long time.,0
21723,I watched this video.,2
21724,"That definition! is not quite accurate, please check again.",5
21725,Does anyone know where I can find more like! this?,4
21726,What software did you use to make this video?,4
21727,"I got 10000 subscribers in one day, here is how!",3
21728,Please respond to your comments more often.,6
21729,"Thank you so much for sharing this, really helpful!",0
21730,The presenter talks about several points.,2
